Adjustment_Set,Coefficient_Set,Variance,MSE
"B2,G1,G2",12,0.0011414529901109074,0.0011415783183996544
"B2,G1,G2",13,0.005030940791239491,0.0050364367963244
"B2,G1,G2",14,0.0021098229818360256,0.002140208104813348
"B2,G1,G2",15,0.0032461870699189866,0.0032646082016515865
"B2,G1,G2",16,0.0025521604100568916,0.002552789622897065
"B2,G1,G2",17,0.0032140473926276308,0.003236045623963183
"B2,G1,G2",18,0.0018945830688609662,0.001909768169776342
"B2,G1,G2",19,0.0015890919622922183,0.0016441145718084358
"B2,G1,G2",20,0.001240131759492946,0.0012718759197379243
"B2,G1,G2",21,0.005723795871269282,0.006187550123138131
"B2,G1,G2",22,0.00215116762469613,0.0022031694769695546
"B2,G1,G2",23,0.0017161331600823275,0.0017962831321791909
"B2,G1,G2",24,0.0014837718602982565,0.0015255160477064466
"B2,G1,G2",25,0.0008101408044552547,0.0008111850389754152
"B2,G1,G2",26,0.0018458697037107515,0.0018459026440831865
"B2,G1,G2",27,0.014483388536317796,0.014628585234605512
"B2,G1,G2",28,0.0016048578110849582,0.0016192444305550954
"B2,G1,G2",29,0.004265916110542899,0.004267335666164307
"B2,G1,G2",30,0.0019460475988036803,0.001947069281214501
"B2,G1,G2",31,0.004945697373042892,0.004949924401064798
"B2,G1,G2",32,0.0014547817884124163,0.0014712954786267015
"B2,G1,G2",33,0.007007746250196515,0.007206437163753156
"B2,G1,G2",34,0.0019616044750422716,0.0020293968762678054
"B2,G1,G2",35,0.0008653363446058928,0.0008678714080177057
"B2,G1,G2",36,0.001396236163861249,0.0013963220305702082
"B2,G1,G2",37,0.008638656224207137,0.008701958068729384
"B2,G1,G2",38,0.0017467515035197423,0.0017505302178948948
"B2,G1,G2",39,0.003499584816209009,0.003616150772206065
"B2,G1,G2",40,0.00252104666849186,0.0025447164594995277
"B2,G1,G2",41,0.0018538811215393863,0.0018615069356842174
"B2,G1,G2",42,0.0014173391980644746,0.0014188635122913786
"B2,G1,G2",43,0.001033297248659475,0.0010343301719714399
"B2,G1,G2",44,0.0017565972349084574,0.0017945610600317648
"B2,G1,G2",45,0.0016685094271683693,0.0016695270275492052
"B2,G1,G2",46,0.00512802806830575,0.005171692247367006
"B2,G1,G2",47,0.00239833172886034,0.0024093723862717545
"B2,G1,G2",48,0.0005234048789888984,0.0005234427412063878
"B2,G1,G2",49,0.002000601895121162,0.002002393888437499
